16,0,0,3.4794e-05,0.000127034
32,0,0,0.00026636,0.000372881
64,0,0,0.001615,0.00177676
128,0,0,0.012348518,0.012661756
256,0,0,0.075585101,0.076549389
512,0,0,0.470245948,0.473855684
1024,0,0,3.078483613,3.090156999
2048,0,0,21.946740369,21.983543778
4096,0,0,176.580842422,176.681873344
16,4,0,0.000538344,0.000579363
32,4,0,0.000434057,0.000530222
64,4,0,0.001189583,0.001257927
128,4,0,0.005791563,0.006105632
256,4,0,0.032416931,0.032912006
512,4,0,0.16233415,0.165126962
1024,4,0,1.026995493,1.033323956
2048,4,0,7.773319173,7.798756595
4096,4,0,61.789780326,61.88995036
16,8,0,0.000286133,0.000326588
32,8,0,0.000538018,0.000633863
64,8,0,0.001306842,0.001374465
128,8,0,0.004588054,0.004901274
256,8,0,0.028692527,0.029200593
512,8,0,0.095642924,0.098643956
1024,8,0,0.636951874,0.645297029
2048,8,0,4.0343405,4.060207686
4096,8,0,31.991126608,32.090872347
16,12,0,0.000371458,0.000411601
32,12,0,0.000554181,0.000599386
64,12,0,0.001041092,0.00110802
128,12,0,0.003016524,0.003157819
256,12,0,0.025049981,0.025544212
512,12,0,0.066890145,0.068618743
1024,12,0,0.408669628,0.4154543
2048,12,0,2.894526676,2.920120138
4096,12,0,22.887194422,22.98703893
16,16,0,0.000446981,0.000487407
32,16,0,0.00072321,0.000769061
64,16,0,0.00117644,0.001245486
128,16,0,0.005842237,0.005988552
256,16,0,0.028814981,0.029482295
512,16,0,0.075140867,0.077006326
1024,16,0,0.489446867,0.496077351
2048,16,0,2.366116293,2.391566272
4096,16,0,18.001358294,18.10188234
16,0,1,1.3371e-05,5.0997e-05
32,0,1,9.557e-05,0.000138419
64,0,1,0.000705104,0.00076989
128,0,1,0.005544206,0.005706388
256,0,1,0.043623862,0.044114939
512,0,1,0.345184916,0.347513354
1024,0,1,2.916839411,2.931980095
2048,0,1,21.833980192,21.859244333
4096,0,1,176.287585057,176.434725053
16,4,1,0.000180405,0.000221494
32,4,1,0.000417956,0.00051345
64,4,1,0.001412236,0.001480652
128,4,1,0.005514329,0.005838358
256,4,1,0.035692067,0.036179873
512,4,1,0.160238305,0.163208521
1024,4,1,1.022535476,1.028837448
2048,4,1,7.250688684,7.276135471
4096,4,1,58.880481813,58.979909723
16,8,1,0.00025577,0.000296184
32,8,1,0.000476628,0.000522424
64,8,1,0.000871451,0.000938185
128,8,1,0.002613377,0.002764477
256,8,1,0.015038463,0.015526521
512,8,1,0.075013485,0.076895806
1024,8,1,0.561367143,0.568154147
2048,8,1,4.021179983,4.046403183
4096,8,1,31.950142142,32.050310312
16,12,1,0.000340526,0.000380312
32,12,1,0.000639997,0.000685479
64,12,1,0.000989312,0.001056048
128,12,1,0.005268709,0.005414502
256,12,1,0.023961327,0.024456891
512,12,1,0.065091133,0.067027934
1024,12,1,0.393171006,0.399956629
2048,12,1,2.896462418,2.922044406
4096,12,1,22.967334341,23.06683616
16,16,1,0.000484896,0.000525062
32,16,1,0.001484947,0.001529513
64,16,1,0.001390988,0.001460681
128,16,1,0.00330751,0.003455574
256,16,1,0.025101796,0.025586631
512,16,1,0.073696275,0.075505381
1024,16,1,0.501748981,0.508707482
2048,16,1,2.380513323,2.40601526
4096,16,1,17.895556451,17.994977034
16,0,2,1.3449e-05,5.1554e-05
32,0,2,9.5313e-05,0.00014031
64,0,2,0.000711711,0.000776673
128,0,2,0.005626602,0.005773752
256,0,2,0.043566619,0.044026197
512,0,2,0.343842542,0.345688472
1024,0,2,2.735291427,2.741859218
2048,0,2,22.015864963,22.064218429
4096,0,2,176.607382062,176.751411525
16,4,2,0.000195399,0.000235627
32,4,2,0.000479022,0.000565027
64,4,2,0.001113328,0.001187539
128,4,2,0.005579278,0.005852467
256,4,2,0.035315527,0.035814153
512,4,2,0.161590999,0.164219624
1024,4,2,1.027901729,1.036096388
2048,4,2,7.245124193,7.270421636
4096,4,2,61.111727433,61.211030659
16,8,2,0.000272696,0.000312865
32,8,2,0.000582155,0.000684951
64,8,2,0.000854031,0.000922406
128,8,2,0.004466706,0.004613293
256,8,2,0.027801676,0.028791713
512,8,2,0.095468765,0.097345889
1024,8,2,0.628094346,0.636554232
2048,8,2,4.100247714,4.125769559
4096,8,2,31.923879352,32.024105288
16,12,2,0.000363846,0.000403532
32,12,2,0.000601787,0.000646429
64,12,2,0.001272166,0.001338367
128,12,2,0.003007349,0.003149063
256,12,2,0.022426312,0.022929347
512,12,2,0.064667182,0.066552863
1024,12,2,0.387910824,0.394749368
2048,12,2,2.894622003,2.921281493
4096,12,2,23.139627228,23.238163129
16,16,2,0.000445415,0.00048715
32,16,2,0.000757463,0.000814442
64,16,2,0.001304677,0.001369504
128,16,2,0.003789041,0.003953987
256,16,2,0.028780193,0.029240472
512,16,2,0.067853574,0.069828464
1024,16,2,0.49600254,0.502562763
2048,16,2,2.369909162,2.39534296
4096,16,2,17.934720897,18.034124506
16,0,3,1.3351e-05,5.1261e-05
32,0,3,9.5372e-05,0.00013814
64,0,3,0.000704245,0.000771206
128,0,3,0.005575564,0.005723981
256,0,3,0.043456051,0.043938129
512,0,3,0.343753013,0.345563246
1024,0,3,2.736362917,2.743040103
2048,0,3,22.108552476,22.154234093
4096,0,3,176.701253567,176.842833941
16,4,3,0.000176786,0.000217747
32,4,3,0.000421641,0.000516262
64,4,3,0.001147335,0.001215995
128,4,3,0.005594684,0.0059139
256,4,3,0.033337687,0.033832022
512,4,3,0.164056731,0.167002019
1024,4,3,1.022780833,1.029829671
2048,4,3,7.611584811,7.63705488
4096,4,3,61.508595677,61.609759433
16,8,3,0.000281722,0.000322187
32,8,3,0.000555748,0.000661395
64,8,3,0.001234896,0.00130252
128,8,3,0.004695806,0.005024392
256,8,3,0.028328182,0.028817389
512,8,3,0.090690376,0.09365121
1024,8,3,0.624594421,0.63135524
2048,8,3,4.042580953,4.068123467
4096,8,3,32.384629607,32.48463767
16,12,3,0.000363195,0.000403313
32,12,3,0.000542465,0.000587446
64,12,3,0.001056585,0.001123196
128,12,3,0.004884321,0.005026146
256,12,3,0.023463865,0.024117934
512,12,3,0.063856101,0.065642866
1024,12,3,0.394433761,0.401147939
2048,12,3,2.899240972,2.92439717
4096,12,3,22.864248352,22.964178608
16,16,3,0.000466945,0.000507019
32,16,3,0.000778305,0.000823583
64,16,3,0.001637658,0.001704738
128,16,3,0.004941945,0.005101423
256,16,3,0.026909492,0.027387466
512,16,3,0.069330719,0.071301246
1024,16,3,0.483888821,0.490604066
2048,16,3,2.364822014,2.390254702
4096,16,3,18.252698205,18.352767733
16,0,4,1.3374e-05,5.1228e-05
32,0,4,9.5365e-05,0.000139298
64,0,4,0.000715722,0.000781304
128,0,4,0.007006133,0.00716349
256,0,4,0.043616017,0.044102793
512,0,4,0.343912312,0.345792106
1024,0,4,2.735783963,2.742687871
2048,0,4,21.839179198,21.864554961
4096,0,4,176.529323822,176.676253082
16,4,4,0.000183687,0.000225144
32,4,4,0.000432238,0.000513174
64,4,4,0.001175974,0.001245923
128,4,4,0.005606472,0.005896495
256,4,4,0.03366402,0.034161672
512,4,4,0.161397022,0.164012923
1024,4,4,1.038551374,1.045399488
2048,4,4,7.334027219,7.359457452
4096,4,4,58.191079442,58.290418355
16,8,4,0.000293498,0.000334153
32,8,4,0.000452987,0.000498357
64,8,4,0.000964404,0.001032175
128,8,4,0.002579389,0.002729583
256,8,4,0.020708267,0.021197278
512,8,4,0.074652327,0.076523373
1024,8,4,0.565368601,0.572319348
2048,8,4,4.021558438,4.046754938
4096,8,4,32.190196734,32.289705528
16,12,4,0.000367782,0.000410224
32,12,4,0.000552287,0.000597119
64,12,4,0.001062259,0.001131735
128,12,4,0.003837049,0.003983589
256,12,4,0.02370553,0.024194527
512,12,4,0.063837135,0.065709674
1024,12,4,0.391716174,0.398605798
2048,12,4,2.891718428,2.917160182
4096,12,4,22.919663899,23.019832924
16,16,4,0.000412106,0.000451978
32,16,4,0.000734287,0.000779387
64,16,4,0.001808169,0.001871385
128,16,4,0.004477982,0.004627031
256,16,4,0.024432728,0.024901323
512,16,4,0.072248191,0.074073576
1024,16,4,0.489741343,0.49648276
2048,16,4,2.36244828,2.388191909
4096,16,4,18.385543358,18.484957802
16,0,5,1.3376e-05,5.382e-05
32,0,5,9.5551e-05,0.000137595
64,0,5,0.000755604,0.000819409
128,0,5,0.005572857,0.005721679
256,0,5,0.043641565,0.044130099
512,0,5,0.343858394,0.345725905
1024,0,5,2.746234583,2.755908069
2048,0,5,22.006557333,22.055214823
4096,0,5,176.4156663,176.562724422
16,4,5,0.000202425,0.000249216
32,4,5,0.000500026,0.000610346
64,4,5,0.001171986,0.001240118
128,4,5,0.0052674,0.005633039
256,4,5,0.035491892,0.03598723
512,4,5,0.158477522,0.161439934
1024,4,5,1.026229492,1.032964649
2048,4,5,7.237321753,7.262751787
4096,4,5,58.19630379,58.295883449
16,8,5,0.000357281,0.000397736
32,8,5,0.000423415,0.000469084
64,8,5,0.000846991,0.000920015
128,8,5,0.004238841,0.004379735
256,8,5,0.025682165,0.026164043
512,8,5,0.08395684,0.085840036
1024,8,5,0.580202185,0.587332752
2048,8,5,4.01736144,4.04271473
4096,8,5,32.041814978,32.141878383
16,12,5,0.000341726,0.00038409
32,12,5,0.000578063,0.000623083
64,12,5,0.001096556,0.00116428
128,12,5,0.004905062,0.005067274
256,12,5,0.025457979,0.025977901
512,12,5,0.065844898,0.067795012
1024,12,5,0.390312956,0.397259242
2048,12,5,2.890928358,2.916454682
4096,12,5,22.844111977,22.944414803
16,16,5,0.000461994,0.000504582
32,16,5,0.000719782,0.000765086
64,16,5,0.001497144,0.001565905
128,16,5,0.005810541,0.005967236
256,16,5,0.027376062,0.027883449
512,16,5,0.074423732,0.076276304
1024,16,5,0.470881235,0.477571243
2048,16,5,2.399913159,2.425430145
4096,16,5,17.975888238,18.07540851
16,0,6,1.3331e-05,5.2918e-05
32,0,6,9.5304e-05,0.000137497
64,0,6,0.000709487,0.000774645
128,0,6,0.005664947,0.005815628
256,0,6,0.043453424,0.043941696
512,0,6,0.344072249,0.345927179
1024,0,6,2.735710117,2.742152517
2048,0,6,22.001276464,22.047093047
4096,0,6,176.421575682,176.569048865
16,4,6,0.0001745,0.000214878
